# Agent Skills Index
URL_TEMPLATE: https://raw.githubusercontent.com/{repo}/main/skills/{path}/SKILL.md
COLUMNS: id;repo;path;summary
marketing-demand-acquisition;davila7/claude-code-templates;business-marketing/marketing-demand-acquisition;A skill for demand generation, SEO strategy, and paid media optimization for startups.
prompt-engineer;davila7/claude-code-templates;ai-research/prompt-engineer;Expert in designing effective prompts for LLM-powered applications, mastering prompt structure, context management, and output formatting.
pptx;davila7/claude-code-templates;document-processing/pptx-official;Create, edit, and analyze PowerPoint presentations (.pptx files) with support for layouts, comments, and speaker notes.
feature-design-assistant;davila7/claude-code-templates;development/feature-design-assistant;Assists in turning feature ideas into detailed designs and specs via natural dialogue.
long-context;davila7/claude-code-templates;ai-research/emerging-techniques-long-context;Extend transformer model context windows using RoPE, YaRN, ALiBi, and position interpolation techniques for long document processing.
skill-creation-guide;davila7/claude-code-templates;development/skill-creation-guide;A guide for creating effective skills that extend Claude's capabilities with specialized knowledge, workflows, or tool integrations.
writing-skills;davila7/claude-code-templates;development/writing-skills;A skill for creating, editing, and verifying other skills before deployment.
agent-manager-skill;davila7/claude-code-templates;ai-research/agent-manager-skill;Manage multiple local CLI agents via tmux sessions with cron-friendly scheduling.
mermaid-diagram-specialist;davila7/claude-code-templates;development/mermaid-diagram-specialist;A specialist skill for creating Mermaid diagrams including flowcharts, sequence diagrams, ERDs, and architecture visualizations.
linear;davila7/claude-code-templates;productivity/linear;Manage issues, projects, and team workflows in Linear.
content-research-writer;davila7/claude-code-templates;business-marketing/content-research-writer;A skill for enhancing content writing through research, citations, and real-time feedback.
agent-memory-mcp;davila7/claude-code-templates;ai-research/agent-memory-mcp;A hybrid memory system for AI agents providing persistent and searchable knowledge management.
